name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
Deep Fritz 14 DLC,ChessBase,"Viva Media,Viva Media",Strategy,"Single-player,Multi-player,Downloadable Content",Strategy,deepfritz14dlc,"StrategyViva Media,Viva MediaChessBase",StrategyStrategyChessBase,"StrategyStrategySingle-player,Multi-player,Downloadable Content","StrategyViva Media,Viva MediaChessBaseSingle-player,Multi-player,Downloadable Content"
Cognition - Original Soundtrack Vol 1,Phoenix Online Studios,,"Adventure,Indie","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Profile Features Limited 
									","Adventure,Indie",cognitionoriginalsoundtrackvol1,"Adventure,IndiePhoenix Online Studios","Adventure,IndieAdventure,IndiePhoenix Online Studios","Adventure,IndieAdventure,IndieSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Profile Features Limited 
									","Adventure,IndiePhoenix Online StudiosSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Profile Features Limited 
									"
Toast Time,Force Of Habit,"Force Of Habit,Force Of Habit","Indie,Casual,Action,Strategy,2D,Pixel Graphics","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Casual,Indie,Strategy",toasttime,"Action,Casual,Indie,StrategyForce Of Habit,Force Of HabitForce Of Habit","Action,Casual,Indie,StrategyIndie,Casual,Action,Strategy,2D,Pixel GraphicsForce Of Habit","Action,Casual,Indie,StrategyIndie,Casual,Action,Strategy,2D,Pixel GraphicsSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Casual,Indie,StrategyForce Of Habit,Force Of HabitForce Of HabitSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards"
Freedom Planet - Official Soundtrack,GalaxyTrail,,"Action,Indie,Great Soundtrack","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									","Action,Indie",freedomplanetofficialsoundtrack,"Action,IndieGalaxyTrail","Action,IndieAction,Indie,Great SoundtrackGalaxyTrail","Action,IndieAction,Indie,Great SoundtrackSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									","Action,IndieGalaxyTrailSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									"
3DMark API Overhead feature test,UL,"UL,UL",Utilities,Downloadable Content,Utilities,3dmarkapioverheadfeaturetest,"UtilitiesUL,ULUL",UtilitiesUtilitiesUL,UtilitiesUtilitiesDownloadable Content,"UtilitiesUL,ULULDownloadable Content"
3DMark Cloud Gate benchmark,UL,"UL,UL",Utilities,"Downloadable Content,Steam Achievements,Steam Leaderboards",Utilities,3dmarkcloudgatebenchmark,"UtilitiesUL,ULUL",UtilitiesUtilitiesUL,"UtilitiesUtilitiesDownloadable Content,Steam Achievements,Steam Leaderboards","UtilitiesUL,ULULDownloadable Content,Steam Achievements,Steam Leaderboards"
Orborun,Tiny Lab Productions,"Digerati,Digerati","Indie,Racing,Action,Local Co-Op","Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Full controller support","Action,Indie,Racing",orborun,"Action,Indie,RacingDigerati,DigeratiTiny Lab Productions","Action,Indie,RacingIndie,Racing,Action,Local Co-OpTiny Lab Productions","Action,Indie,RacingIndie,Racing,Action,Local Co-OpSingle-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Full controller support","Action,Indie,RacingDigerati,DigeratiTiny Lab ProductionsSingle-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Full controller support"
Blood Bowl 2 - Lizardmen,Cyanide Studios,"Focus Home Interactive,Focus Home Interactive","Strategy,Sports","Single-player,Multi-player,Shared/Split Screen,Downloadable Content,Steam Achievements,Full controller support,Steam Cloud","Sports,Strategy",bloodbowl2lizardmen,"Sports,StrategyFocus Home Interactive,Focus Home InteractiveCyanide Studios","Sports,StrategyStrategy,SportsCyanide Studios","Sports,StrategyStrategy,SportsSingle-player,Multi-player,Shared/Split Screen,Downloadable Content,Steam Achievements,Full controller support,Steam Cloud","Sports,StrategyFocus Home Interactive,Focus Home InteractiveCyanide StudiosSingle-player,Multi-player,Shared/Split Screen,Downloadable Content,Steam Achievements,Full controller support,Steam Cloud"
Stranded In Time,"DQ Team,Hidden Hallow Studio","Valkyrie Initiative,Valkyrie Initiative","Adventure,Casual,Indie,Female Protagonist,Point & Click","Single-player,Steam Trading Cards","Adventure,Casual,Indie",strandedintime,"Adventure,Casual,IndieValkyrie Initiative,Valkyrie InitiativeDQ Team,Hidden Hallow Studio","Adventure,Casual,IndieAdventure,Casual,Indie,Female Protagonist,Point & ClickDQ Team,Hidden Hallow Studio","Adventure,Casual,IndieAdventure,Casual,Indie,Female Protagonist,Point & ClickSingle-player,Steam Trading Cards","Adventure,Casual,IndieValkyrie Initiative,Valkyrie InitiativeDQ Team,Hidden Hallow StudioSingle-player,Steam Trading Cards"
The Last Warlock,Sonic Sloth,"Sonic Sloth,Sonic Sloth","Indie,RPG,Strategy,Voxel,Turn-Based,Turn-Based Strategy,Fantasy,Strategy RPG","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Steam Turn Notifications","Indie,RPG,Strategy",thelastwarlock,"Indie,RPG,StrategySonic Sloth,Sonic SlothSonic Sloth","Indie,RPG,StrategyIndie,RPG,Strategy,Voxel,Turn-Based,Turn-Based Strategy,Fantasy,Strategy RPGSonic Sloth","Indie,RPG,StrategyIndie,RPG,Strategy,Voxel,Turn-Based,Turn-Based Strategy,Fantasy,Strategy RPGSingle-player,Multi-player,Online Multi-Player,Local Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Steam Turn Notifications","Indie,RPG,StrategySonic Sloth,Sonic SlothSonic SlothSingle-player,Multi-player,Online Multi-Player,Local Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Steam Turn Notifications"
3DMark Sky Diver benchmark,UL,"UL,UL",Utilities,"Downloadable Content,Steam Achievements,Steam Leaderboards",Utilities,3dmarkskydiverbenchmark,"UtilitiesUL,ULUL",UtilitiesUtilitiesUL,"UtilitiesUtilitiesDownloadable Content,Steam Achievements,Steam Leaderboards","UtilitiesUL,ULULDownloadable Content,Steam Achievements,Steam Leaderboards"
Tompi Jones,DreamsSoftGames,"DreamsSoftGames,DreamsSoftGames","Action,Casual,Adventure,Indie,Platformer",Single-player,"Action,Adventure,Casual,Indie",tompijones,"Action,Adventure,Casual,IndieDreamsSoftGames,DreamsSoftGamesDreamsSoftGames","Action,Adventure,Casual,IndieAction,Casual,Adventure,Indie,PlatformerDreamsSoftGames","Action,Adventure,Casual,IndieAction,Casual,Adventure,Indie,PlatformerSingle-player","Action,Adventure,Casual,IndieDreamsSoftGames,DreamsSoftGamesDreamsSoftGamesSingle-player"
Breezeblox,Pugsley LLC,"Pugsley LLC,Pugsley LLC","Indie,Casual,Strategy,Puzzle","Single-player,Steam Achievements,Partial Controller Support,Stats","Casual,Indie,Strategy",breezeblox,"Casual,Indie,StrategyPugsley LLC,Pugsley LLCPugsley LLC","Casual,Indie,StrategyIndie,Casual,Strategy,PuzzlePugsley LLC","Casual,Indie,StrategyIndie,Casual,Strategy,PuzzleSingle-player,Steam Achievements,Partial Controller Support,Stats","Casual,Indie,StrategyPugsley LLC,Pugsley LLCPugsley LLCSingle-player,Steam Achievements,Partial Controller Support,Stats"
Ludwig,ovos,"ovos,ovos","Adventure,Indie,Simulation,Education,Physics",Single-player,"Adventure,Indie,Simulation",ludwig,"Adventure,Indie,Simulationovos,ovosovos","Adventure,Indie,SimulationAdventure,Indie,Simulation,Education,Physicsovos","Adventure,Indie,SimulationAdventure,Indie,Simulation,Education,PhysicsSingle-player","Adventure,Indie,Simulationovos,ovosovosSingle-player"
Guild Wars Trilogy,ArenaNet®,"NCsoft,NCsoft","RPG,Massively Multiplayer,MMORPG,PvP","Multi-player,MMO","Massively Multiplayer,RPG",guildwarstrilogy,"Massively Multiplayer,RPGNCsoft,NCsoftArenaNet®","Massively Multiplayer,RPGRPG,Massively Multiplayer,MMORPG,PvPArenaNet®","Massively Multiplayer,RPGRPG,Massively Multiplayer,MMORPG,PvPMulti-player,MMO","Massively Multiplayer,RPGNCsoft,NCsoftArenaNet®Multi-player,MMO"
Bermuda,InvertMouse,"InvertMouse,InvertMouse","Indie,Adventure,Visual Novel,Anime,Puzzle-Platformer,Sci-fi","Single-player,Steam Trading Cards","Adventure,Indie",bermuda,"Adventure,IndieInvertMouse,InvertMouseInvertMouse","Adventure,IndieIndie,Adventure,Visual Novel,Anime,Puzzle-Platformer,Sci-fiInvertMouse","Adventure,IndieIndie,Adventure,Visual Novel,Anime,Puzzle-Platformer,Sci-fiSingle-player,Steam Trading Cards","Adventure,IndieInvertMouse,InvertMouseInvertMouseSingle-player,Steam Trading Cards"
Dream Tale,Green Lava Studios,"Strategy First,Strategy First","Indie,Casual,Platformer,Female Protagonist",Single-player,"Casual,Indie",dreamtale,"Casual,IndieStrategy First,Strategy FirstGreen Lava Studios","Casual,IndieIndie,Casual,Platformer,Female ProtagonistGreen Lava Studios","Casual,IndieIndie,Casual,Platformer,Female ProtagonistSingle-player","Casual,IndieStrategy First,Strategy FirstGreen Lava StudiosSingle-player"
Brink of Consciousness: The Lonely Hearts Murders,MagicIndie,"Plug In Digital,Plug In Digital","Casual,Hidden Object,Point & Click",Single-player,Casual,brinkofconsciousnessthelonelyheartsmurders,"CasualPlug In Digital,Plug In DigitalMagicIndie","CasualCasual,Hidden Object,Point & ClickMagicIndie","CasualCasual,Hidden Object,Point & ClickSingle-player","CasualPlug In Digital,Plug In DigitalMagicIndieSingle-player"
Ballads of Reemus: When the Bed Bites,ClickShake Games LLC,"ClickShake Games LLC,ClickShake Games LLC","Adventure,Indie,Casual,Point & Click","Single-player,Captions available","Adventure,Casual,Indie",balladsofreemuswhenthebedbites,"Adventure,Casual,IndieClickShake Games LLC,ClickShake Games LLCClickShake Games LLC","Adventure,Casual,IndieAdventure,Indie,Casual,Point & ClickClickShake Games LLC","Adventure,Casual,IndieAdventure,Indie,Casual,Point & ClickSingle-player,Captions available","Adventure,Casual,IndieClickShake Games LLC,ClickShake Games LLCClickShake Games LLCSingle-player,Captions available"
Claire - Soundtrack,Hailstorm Games,,"Action,Adventure,Indie","Single-player,Downloadable Content,Profile Features Limited 
									","Action,Adventure,Indie",clairesoundtrack,"Action,Adventure,IndieHailstorm Games","Action,Adventure,IndieAction,Adventure,IndieHailstorm Games","Action,Adventure,IndieAction,Adventure,IndieSingle-player,Downloadable Content,Profile Features Limited 
									","Action,Adventure,IndieHailstorm GamesSingle-player,Downloadable Content,Profile Features Limited 
									"
Amygdala,MachineSpirit,"MachineSpirit,MachineSpirit","Action,Indie,Adventure,Platformer","Single-player,Steam Achievements,Full controller support","Action,Adventure,Indie",amygdala,"Action,Adventure,IndieMachineSpirit,MachineSpiritMachineSpirit","Action,Adventure,IndieAction,Indie,Adventure,PlatformerMachineSpirit","Action,Adventure,IndieAction,Indie,Adventure,PlatformerSingle-player,Steam Achievements,Full controller support","Action,Adventure,IndieMachineSpirit,MachineSpiritMachineSpiritSingle-player,Steam Achievements,Full controller support"
Axiom Verge Original Soundtrack,Thomas Happ Games LLC,,"Action,Adventure,Indie","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie",axiomvergeoriginalsoundtrack,"Action,Adventure,IndieThomas Happ Games LLC","Action,Adventure,IndieAction,Adventure,IndieThomas Happ Games LLC","Action,Adventure,IndieAction,Adventure,IndieSingle-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,IndieThomas Happ Games LLCSingle-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards"
Sid Meier's Civilization: Beyond Earth - Rising Tide,"Firaxis Games,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)","Strategy,Sci-fi,Turn-Based,4X,Turn-Based Strategy,Multiplayer,Space,Singleplayer","Single-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud",Strategy,sidmeierscivilizationbeyondearthrisingtide,"Strategy2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)Firaxis Games,Aspyr (Mac),Aspyr (Linux)","StrategyStrategy,Sci-fi,Turn-Based,4X,Turn-Based Strategy,Multiplayer,Space,SingleplayerFiraxis Games,Aspyr (Mac),Aspyr (Linux)","StrategyStrategy,Sci-fi,Turn-Based,4X,Turn-Based Strategy,Multiplayer,Space,SingleplayerSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Strategy2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)Firaxis Games,Aspyr (Mac),Aspyr (Linux)Single-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
Undefeated - Deluxe Contents,Aldorlea Games,"Aldorlea Games,Aldorlea Games","Adventure,RPG,Indie,Casual","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Profile Features Limited 
									","Adventure,Casual,Indie,RPG",undefeateddeluxecontents,"Adventure,Casual,Indie,RPGAldorlea Games,Aldorlea GamesAldorlea Games","Adventure,Casual,Indie,RPGAdventure,RPG,Indie,CasualAldorlea Games","Adventure,Casual,Indie,RPGAdventure,RPG,Indie,CasualSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Profile Features Limited 
									","Adventure,Casual,Indie,RPGAldorlea Games,Aldorlea GamesAldorlea GamesSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Profile Features Limited 
									"
INK - Soundtrack + Art,ZackBellGames,"ZackBellgames,ZackBellgames","Action,Adventure,Indie","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Profile Features Limited 
									","Action,Adventure,Indie",inksoundtrackart,"Action,Adventure,IndieZackBellgames,ZackBellgamesZackBellGames","Action,Adventure,IndieAction,Adventure,IndieZackBellGames","Action,Adventure,IndieAction,Adventure,IndieSingle-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Profile Features Limited 
									","Action,Adventure,IndieZackBellgames,ZackBellgamesZackBellGamesSingle-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Profile Features Limited 
									"
3DMark 11,UL,"UL,UL","Utilities,Benchmark",Steam Leaderboards,Utilities,3dmark11,"UtilitiesUL,ULUL","UtilitiesUtilities,BenchmarkUL","UtilitiesUtilities,BenchmarkSteam Leaderboards","UtilitiesUL,ULULSteam Leaderboards"
Galactic Civilizations III - Revenge of the Snathi DLC,Stardock Entertainment,"Stardock Entertainment,Stardock Entertainment","Strategy,Indie","Single-player,Multi-player,Online Multi-Player,Online Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Stats","Indie,Strategy",galacticcivilizationsiiirevengeofthesnathidlc,"Indie,StrategyStardock Entertainment,Stardock EntertainmentStardock Entertainment","Indie,StrategyStrategy,IndieStardock Entertainment","Indie,StrategyStrategy,IndieSingle-player,Multi-player,Online Multi-Player,Online Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Stats","Indie,StrategyStardock Entertainment,Stardock EntertainmentStardock EntertainmentSingle-player,Multi-player,Online Multi-Player,Online Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Stats"
Ori and the Blind Forest (Original Soundtrack),Moon Studios GmbH,"Xbox Game Studios,Xbox Game Studios","Action,Great Soundtrack","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats",Action,oriandtheblindforestoriginalsoundtrack,"ActionXbox Game Studios,Xbox Game StudiosMoon Studios GmbH","ActionAction,Great SoundtrackMoon Studios GmbH","ActionAction,Great SoundtrackSingle-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats","ActionXbox Game Studios,Xbox Game StudiosMoon Studios GmbHSingle-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats"
